,coverage,customer,customer_lifetime_value,date,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy,policy_type,renew_offer_type,response,sales_channel,state,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month
8744,Basic,GI14815,15759.62394,2011-02-02,College,2/2/11,Employed,M,55800,Suburban,Married,66,12.0,91,0.0,2,Personal L3,Personal Auto,Offer4,No,Agent,Washington,473.324671,Two-Door Car,Medsize,A,February
8745,Basic,LH80781,5007.224298,2011-01-25,College,1/25/11,Unemployed,F,0,Suburban,Single,73,24.0,69,1.0,3,Personal L2,Personal Auto,Offer1,No,Agent,Washington,655.791955,Four-Door Car,Medsize,A,January
8746,Basic,QV24282,5363.531017,2011-01-20,Bachelor,1/20/11,Employed,F,43879,Urban,Single,69,19.0,60,0.0,5,Corporate L3,Corporate Auto,Offer1,No,Branch,California,242.133552,Four-Door Car,Medsize,A,January
8747,Basic,WO78310,4160.162571,2011-02-08,College,2/8/11,Unemployed,F,0,Suburban,Single,61,3.0,58,0.0,5,Personal L2,Personal Auto,Offer1,No,Branch,Oregon,292.8,Four-Door Car,Large,A,February
8748,Basic,GD11927,2381.790787,2011-02-25,High School or Below,2/25/11,Employed,M,78185,Suburban,Single,61,23.0,54,0.0,1,Personal L3,Personal Auto,Offer4,No,Agent,California,292.8,Four-Door Car,Small,A,February
8751,Basic,WS25565,8509.850887,2011-01-31,Master,1/31/11,Disabled,M,26057,Suburban,Divorced,74,3.0,63,0.0,2,Personal L1,Personal Auto,Offer1,Yes,Call Center,California,523.888845,Four-Door Car,Small,A,January
8755,Extended,HL40930,7150.225367,2011-02-22,Bachelor,2/22/11,Employed,M,63651,Rural,Single,92,19.0,10,0.0,3,Personal L3,Personal Auto,Offer2,No,Branch,Oregon,224.711836,Four-Door Car,Large,A,February
8757,Basic,CR83581,7712.057483,2011-02-05,College,2/5/11,Disabled,M,27816,Suburban,Married,118,4.0,90,5.0,3,Personal L2,Personal Auto,Offer1,No,Agent,California,566.4,SUV,Small,A,February
8763,Basic,XU63766,8105.872317,2011-02-01,Bachelor,2/1/11,Unemployed,F,0,Urban,Married,74,15.0,61,0.0,2,Personal L3,Personal Auto,Offer1,No,Branch,Oregon,232.01349,Four-Door Car,Medsize,A,February
8764,Premium,JM88889,12244.9049,2011-02-25,High School or Below,2/25/11,Employed,F,46396,Urban,Married,103,11.0,79,1.0,2,Corporate L2,Corporate Auto,Offer1,No,Agent,California,384.01403,Four-Door Car,Medsize,A,February
8765,Basic,KJ52520,8161.781091,2011-01-22,High School or Below,1/22/11,Employed,F,45270,Rural,Single,70,11.0,63,0.0,2,Personal L3,Personal Auto,Offer4,No,Call Center,Arizona,46.053458,Two-Door Car,Medsize,A,January
8767,Basic,NV55438,5285.26816,2011-02-23,High School or Below,2/23/11,Retired,F,23422,Suburban,Single,72,25.0,76,0.0,3,Personal L3,Personal Auto,Offer2,No,Agent,Nevada,518.4,Two-Door Car,Medsize,A,February
8768,Basic,IW27109,4650.68277,2011-01-11,College,1/11/11,Unemployed,M,0,Suburban,Single,68,17.0,66,0.0,3,Personal L3,Personal Auto,Offer1,No,Agent,Oregon,722.877299,Two-Door Car,Medsize,A,January
8769,Basic,TQ24692,8676.698631,2011-01-02,High School or Below,1/2/11,Employed,M,76214,Urban,Married,72,7.0,48,0.0,2,Special L2,Special Auto,Offer2,No,Web,Oregon,202.81373,Four-Door Car,Medsize,A,January
8772,Extended,LJ20215,3435.649178,2011-01-23,High School or Below,1/23/11,Unemployed,F,0,Suburban,Single,95,18.0,75,0.0,1,Corporate L3,Corporate Auto,Offer1,No,Agent,California,679.052398,Four-Door Car,Medsize,A,January
8776,Basic,TM98684,4842.284965,2011-01-19,High School or Below,1/19/11,Employed,M,35127,Suburban,Married,62,9.0,21,0.0,5,Personal L2,Personal Auto,Offer2,No,Agent,Oregon,297.6,Four-Door Car,Small,A,January
8777,Basic,GM62071,21435.87782,2011-01-07,High School or Below,1/7/11,Employed,F,20668,Suburban,Married,188,34.0,54,3.0,2,Personal L3,Personal Auto,Offer2,No,Call Center,Washington,902.4,Luxury Car,Large,A,January
8778,Basic,PD94851,2423.259778,2011-01-29,Bachelor,1/29/11,Medical Leave,M,15585,Rural,Married,65,22.0,24,0.0,1,Personal L3,Personal Auto,Offer1,No,Agent,Nevada,67.618365,Two-Door Car,Medsize,A,January
8779,Premium,GK72076,4169.356909,2011-02-07,Bachelor,2/7/11,Employed,F,35457,Suburban,Single,105,0.0,93,0.0,1,Personal L3,Personal Auto,Offer1,No,Branch,Washington,641.230581,Four-Door Car,Small,A,February
8780,Basic,VY58444,4426.096934,2011-01-19,College,1/19/11,Employed,F,29660,Urban,Married,112,29.0,71,0.0,1,Personal L3,Personal Auto,Offer1,No,Agent,Nevada,334.133949,SUV,Small,A,January
8788,Basic,AM53473,5821.787383,2011-02-13,Bachelor,2/13/11,Employed,F,60087,Suburban,Single,74,21.0,23,0.0,3,Special L3,Special Auto,Offer1,No,Agent,Arizona,355.2,Four-Door Car,Small,A,February
8789,Basic,WA59097,5614.587986,2011-02-04,College,2/4/11,Employed,F,40417,Rural,Married,71,34.0,4,1.0,8,Personal L3,Personal Auto,Offer3,No,Agent,Oregon,130.303439,Four-Door Car,Large,A,February
8790,Basic,WL65572,2064.458781,2011-01-08,College,1/8/11,Unemployed,M,0,Suburban,Single,61,6.0,30,0.0,1,Personal L3,Personal Auto,Offer2,No,Agent,California,292.8,Four-Door Car,Medsize,A,January
8792,Premium,YR84813,10575.94816,2011-01-17,College,1/17/11,Unemployed,M,0,Suburban,Single,105,7.0,91,0.0,2,Special L2,Special Auto,Offer3,No,Call Center,Oregon,756.0,Four-Door Car,Medsize,A,January
8798,Basic,XN28388,4130.382954,2011-02-02,College,2/2/11,Unemployed,F,0,Suburban,Single,66,30.0,29,2.0,3,Corporate L3,Corporate Auto,Offer1,No,Agent,California,523.030597,Four-Door Car,Small,A,February
8800,Basic,TJ30354,5285.307579,2011-01-22,Bachelor,1/22/11,Employed,F,22627,Suburban,Married,67,19.0,43,0.0,8,Personal L1,Personal Auto,Offer2,No,Agent,Oregon,321.6,Four-Door Car,Medsize,A,January
8804,Extended,EW13798,4014.453113,2011-01-08,Doctor,1/8/11,Employed,F,37384,Suburban,Married,99,9.0,17,0.0,1,Personal L3,Personal Auto,Offer2,Yes,Agent,California,475.2,Four-Door Car,Medsize,A,January
8807,Premium,KK61203,3934.099422,2011-02-14,High School or Below,2/14/11,Medical Leave,M,20920,Suburban,Married,103,25.0,88,0.0,1,Personal L2,Personal Auto,Offer1,No,Web,California,494.4,Four-Door Car,Medsize,A,February
8812,Basic,CH95772,2565.124294,2011-02-07,College,2/7/11,Employed,M,68321,Urban,Single,66,31.0,44,0.0,1,Personal L2,Personal Auto,Offer4,No,Branch,California,198.263056,Four-Door Car,Medsize,A,February
8813,Basic,YV49293,17646.72772,2011-02-09,College,2/9/11,Employed,F,36900,Rural,Single,61,21.0,28,3.0,2,Corporate L3,Corporate Auto,Offer1,No,Branch,Arizona,109.291516,Two-Door Car,Large,A,February
8815,Basic,GA71186,13464.60289,2011-01-06,High School or Below,1/6/11,Employed,M,83392,Urban,Married,112,20.0,34,0.0,2,Personal L2,Personal Auto,Offer1,No,Agent,Nevada,523.688037,SUV,Medsize,A,January
8819,Premium,LG45849,4698.521352,2011-01-19,Doctor,1/19/11,Employed,M,27985,Suburban,Married,117,8.0,90,0.0,1,Personal L2,Personal Auto,Offer4,No,Call Center,California,561.6,Two-Door Car,Small,A,January
8820,Basic,RV90030,8473.46358,2011-01-11,High School or Below,1/11/11,Unemployed,F,0,Suburban,Single,116,0.0,8,2.0,8,Special L2,Special Auto,Offer1,No,Agent,California,1148.461246,Sports Car,Medsize,A,January
8821,Basic,ND62955,4633.452912,2011-01-05,Bachelor,1/5/11,Employed,M,50250,Suburban,Married,117,3.0,93,0.0,1,Personal L3,Personal Auto,Offer3,No,Agent,Nevada,561.6,SUV,Medsize,A,January
8823,Extended,ZW79814,6689.022728,2011-02-13,High School or Below,2/13/11,Employed,M,56980,Suburban,Married,84,33.0,70,0.0,7,Personal L1,Personal Auto,Offer2,Yes,Agent,California,599.000883,Two-Door Car,Medsize,A,February
8825,Basic,HM38744,16473.16905,2011-02-24,Bachelor,2/24/11,Retired,M,22828,Suburban,Married,106,11.0,54,0.0,2,Corporate L3,Corporate Auto,Offer1,Yes,Agent,Oregon,508.8,SUV,Medsize,A,February
8829,Extended,LO39834,4334.064096,2011-02-27,Bachelor,2/27/11,Retired,F,23904,Suburban,Single,123,1.0,67,3.0,1,Personal L3,Personal Auto,Offer1,Yes,Agent,Oregon,590.4,SUV,Medsize,A,February
8830,Basic,KJ87930,3886.504807,2011-02-06,Bachelor,2/6/11,Unemployed,F,0,Suburban,Single,112,13.0,59,0.0,1,Corporate L2,Corporate Auto,Offer1,No,Agent,California,1185.988301,SUV,Medsize,A,February
8835,Premium,XT93203,10963.95723,2011-02-08,High School or Below,2/8/11,Employed,M,55687,Suburban,Divorced,276,33.0,91,0.0,1,Personal L3,Personal Auto,Offer1,Yes,Agent,California,1324.8,Luxury SUV,Medsize,A,February
8839,Premium,VS80344,8219.358756,2011-02-16,Bachelor,2/16/11,Employed,F,28445,Urban,Married,103,18.0,72,0.0,6,Special L3,Special Auto,Offer1,No,Agent,Arizona,427.762841,Two-Door Car,Medsize,A,February
8841,Basic,PI98333,2353.179121,2011-01-24,Bachelor,1/24/11,Unemployed,F,0,Suburban,Single,66,11.0,73,0.0,1,Personal L3,Personal Auto,Offer1,No,Agent,Oregon,501.153571,Four-Door Car,Medsize,A,January
8843,Extended,ZR68364,9171.000967,2011-02-10,College,2/10/11,Employed,M,60433,Suburban,Married,77,0.0,64,0.0,2,Personal L1,Personal Auto,Offer2,No,Branch,California,369.6,Four-Door Car,Medsize,A,February
8844,Premium,FF31523,7771.582097,2011-02-01,Master,2/1/11,Employed,F,28054,Urban,Married,195,1.0,63,1.0,1,Corporate L1,Corporate Auto,Offer3,No,Agent,Washington,571.663256,SUV,Medsize,A,February
8845,Basic,AQ91207,2487.649473,2011-02-11,High School or Below,2/11/11,Employed,M,38667,Urban,Married,63,9.0,21,0.0,1,Personal L3,Personal Auto,Offer2,No,Branch,California,293.070538,Four-Door Car,Medsize,A,February
8855,Premium,JL25091,4599.759229,2011-02-27,Bachelor,2/27/11,Employed,M,79284,Rural,Single,117,9.0,59,1.0,1,Special L2,Special Auto,Offer3,No,Agent,California,156.452827,Four-Door Car,Medsize,A,February
8859,Extended,MX95450,36897.79765,2011-02-26,College,2/26/11,Unemployed,F,0,Suburban,Single,133,0.0,59,0.0,2,Personal L3,Personal Auto,Offer1,No,Agent,Oregon,638.4,SUV,Medsize,A,February
8861,Basic,MZ85889,5421.524497,2011-02-26,Master,2/26/11,Employed,F,25778,Rural,Divorced,68,29.0,34,0.0,3,Corporate L2,Corporate Auto,Offer2,No,Call Center,California,20.141289,Two-Door Car,Large,A,February
8863,Basic,ED91989,7999.251628,2011-02-01,College,2/1/11,Unemployed,M,0,Suburban,Married,107,13.0,17,0.0,5,Personal L1,Personal Auto,Offer1,No,Branch,Arizona,513.6,SUV,Large,A,February
8865,Extended,SC23927,4772.943848,2011-02-18,High School or Below,2/18/11,Retired,M,20993,Suburban,Divorced,133,35.0,90,0.0,1,Personal L2,Personal Auto,Offer2,Yes,Agent,California,638.4,SUV,Medsize,A,February
8867,Basic,WX49215,18534.61157,2011-02-17,Master,2/17/11,Medical Leave,M,16154,Rural,Married,62,31.0,45,1.0,2,Personal L3,Personal Auto,Offer1,No,Branch,Oregon,91.355165,Four-Door Car,Medsize,A,February
8869,Extended,NI68379,6554.390004,2011-01-17,Master,1/17/11,Employed,M,74424,Suburban,Married,81,26.0,74,0.0,9,Personal L1,Personal Auto,Offer2,No,Agent,Oregon,388.8,Four-Door Car,Medsize,A,January
8873,Basic,XT36360,6784.89369,2011-02-01,High School or Below,2/1/11,Unemployed,F,0,Suburban,Single,64,7.0,5,1.0,2,Personal L2,Personal Auto,Offer1,No,Call Center,Arizona,460.8,Four-Door Car,Large,A,February
8874,Premium,VT52978,12547.42888,2011-01-21,High School or Below,1/21/11,Employed,M,32857,Suburban,Divorced,105,24.0,15,0.0,2,Corporate L2,Corporate Auto,Offer1,No,Call Center,Nevada,504.0,Four-Door Car,Medsize,A,January
8875,Basic,CN29830,2495.464753,2011-01-27,High School or Below,1/27/11,Employed,M,26689,Suburban,Married,64,34.0,23,0.0,1,Corporate L3,Corporate Auto,Offer3,No,Agent,California,424.711758,Four-Door Car,Medsize,A,January
8877,Basic,QY41319,4411.65582,2011-01-17,College,1/17/11,Unemployed,M,0,Suburban,Single,62,20.0,88,0.0,6,Personal L3,Personal Auto,Offer1,No,Call Center,Oregon,446.4,Two-Door Car,Medsize,A,January
8879,Basic,BP83941,8396.327608,2011-02-21,Master,2/21/11,Unemployed,F,0,Suburban,Married,115,18.0,80,1.0,3,Personal L2,Personal Auto,Offer3,No,Web,Arizona,552.0,SUV,Medsize,A,February
8882,Premium,QL46987,9082.833891,2011-01-08,Bachelor,1/8/11,Employed,F,34430,Rural,Divorced,117,16.0,51,0.0,8,Personal L3,Personal Auto,Offer1,No,Branch,Oregon,232.875794,Four-Door Car,Medsize,A,January
8885,Basic,OI92280,8428.471635,2011-02-15,College,2/15/11,Disabled,F,12180,Suburban,Single,113,17.0,62,0.0,3,Corporate L3,Corporate Auto,Offer1,No,Agent,Oregon,675.569113,SUV,Medsize,A,February
8886,Basic,UK79109,9095.049868,2011-01-11,College,1/11/11,Employed,M,37937,Suburban,Married,116,11.0,42,0.0,5,Corporate L1,Corporate Auto,Offer2,Yes,Call Center,California,556.8,SUV,Medsize,A,January
8887,Extended,KH44031,3164.494011,2011-01-04,Master,1/4/11,Unemployed,F,0,Suburban,Married,83,20.0,32,0.0,1,Personal L1,Personal Auto,Offer2,No,Call Center,Oregon,398.4,Four-Door Car,Medsize,A,January
8890,Extended,EG10175,7781.89849,2011-02-16,Master,2/16/11,Employed,F,57474,Urban,Divorced,97,21.0,44,0.0,3,Personal L3,Personal Auto,Offer1,No,Agent,California,280.037716,Two-Door Car,Large,A,February
8893,Basic,TB86706,2502.637401,2011-01-15,Master,1/15/11,Unemployed,M,0,Rural,Married,66,8.0,11,0.0,1,Personal L1,Personal Auto,Offer4,No,Branch,Arizona,3.468912,Two-Door Car,Medsize,A,January
8894,Premium,YV64727,6692.143668,2011-02-16,High School or Below,2/16/11,Employed,M,63221,Suburban,Married,168,28.0,49,0.0,1,Corporate L3,Corporate Auto,Offer3,No,Agent,Washington,806.4,SUV,Medsize,A,February
8895,Basic,FM70419,4740.202507,2011-01-16,College,1/16/11,Unemployed,M,0,Suburban,Single,72,4.0,61,1.0,4,Personal L3,Personal Auto,Offer3,No,Web,Oregon,518.4,Four-Door Car,Medsize,A,January
8897,Basic,NV98267,5186.359717,2011-01-04,Bachelor,1/4/11,Unemployed,M,0,Urban,Married,73,27.0,95,1.0,6,Personal L2,Personal Auto,Offer2,No,Call Center,Arizona,194.944319,Four-Door Car,Medsize,A,January
8898,Basic,UI33675,5142.04553,2011-01-21,Bachelor,1/21/11,Unemployed,M,0,Suburban,Single,72,17.0,87,0.0,8,Personal L2,Personal Auto,Offer2,No,Branch,California,345.6,Two-Door Car,Medsize,A,January
8899,Extended,KJ23009,10598.54249,2011-02-26,Bachelor,2/26/11,Employed,F,20179,Suburban,Married,133,29.0,0,1.0,5,Corporate L3,Corporate Auto,Offer3,No,Agent,California,638.4,SUV,Medsize,A,February
8900,Basic,VD78722,2647.519741,2011-02-20,College,2/20/11,Employed,M,37876,Urban,Single,69,13.0,15,0.0,1,Personal L2,Personal Auto,Offer2,Yes,Agent,Oregon,300.056383,Four-Door Car,Medsize,A,February
8901,Extended,JG31799,8259.1108,2011-02-01,Bachelor,2/1/11,Disabled,F,20305,Suburban,Single,76,14.0,63,1.0,2,Personal L2,Personal Auto,Offer2,No,Call Center,California,496.477418,Two-Door Car,Medsize,A,February
8905,Basic,KW84736,2691.596929,2011-01-08,College,1/8/11,Employed,M,33104,Suburban,Married,70,10.0,23,1.0,1,Personal L3,Personal Auto,Offer2,No,Agent,California,336.0,Two-Door Car,Small,A,January
8911,Premium,UC83161,6106.468745,2011-01-04,High School or Below,1/4/11,Employed,F,60234,Rural,Married,152,14.0,98,0.0,1,Personal L2,Personal Auto,Offer3,No,Web,California,136.217066,SUV,Medsize,A,January
8916,Basic,UI63465,2917.539465,2011-01-18,High School or Below,1/18/11,Employed,F,51622,Suburban,Divorced,74,29.0,32,0.0,1,Corporate L1,Corporate Auto,Offer1,No,Agent,Oregon,355.2,Four-Door Car,Small,A,January
8919,Premium,QI21338,4669.22664,2011-02-14,High School or Below,2/14/11,Employed,F,76157,Suburban,Married,116,15.0,80,0.0,1,Personal L3,Personal Auto,Offer2,Yes,Call Center,Oregon,556.8,Two-Door Car,Small,A,February
8922,Basic,CF40646,4743.615503,2011-02-10,College,2/10/11,Employed,M,70082,Suburban,Married,119,17.0,23,0.0,1,Personal L2,Personal Auto,Offer1,No,Web,California,571.2,SUV,Small,A,February
8923,Extended,PU11172,3539.97159,2011-01-10,High School or Below,1/10/11,Unemployed,F,0,Suburban,Single,99,13.0,87,0.0,1,Personal L3,Personal Auto,Offer1,No,Web,Oregon,1158.858027,Four-Door Car,Medsize,A,January
8924,Extended,ZU18643,3660.770258,2011-01-18,Bachelor,1/18/11,Employed,M,64495,Urban,Married,92,34.0,30,0.0,1,Corporate L2,Corporate Auto,Offer4,No,Web,Nevada,251.992083,Four-Door Car,Medsize,A,January
8927,Basic,BM16805,11435.23124,2011-01-25,College,1/25/11,Disabled,F,12470,Suburban,Married,103,30.0,52,1.0,2,Corporate L1,Corporate Auto,Offer1,No,Agent,California,618.688651,SUV,Medsize,A,January
8931,Basic,WH76688,5555.830205,2011-02-06,Bachelor,2/6/11,Employed,M,74015,Suburban,Single,72,12.0,61,0.0,6,Personal L3,Personal Auto,Offer2,Yes,Call Center,Oregon,471.443077,Four-Door Car,Small,A,February
8934,Extended,PA15141,6953.952351,2011-02-27,High School or Below,2/27/11,Employed,F,43221,Urban,Married,87,33.0,51,0.0,7,Special L2,Special Auto,Offer1,No,Branch,California,398.735257,Four-Door Car,Large,A,February
8938,Basic,QX54666,11172.49931,2011-01-19,High School or Below,1/19/11,Disabled,M,14533,Suburban,Single,63,4.0,20,0.0,2,Personal L3,Personal Auto,Offer1,No,Branch,California,302.4,Four-Door Car,Medsize,A,January
8940,Extended,MB83663,9597.474777,2011-02-18,Bachelor,2/18/11,Employed,F,38736,Suburban,Divorced,81,7.0,35,0.0,2,Personal L3,Personal Auto,Offer1,No,Call Center,Oregon,561.414794,Two-Door Car,Small,A,February
8942,Extended,GZ31904,6861.745956,2011-02-22,College,2/22/11,Employed,M,30816,Urban,Married,87,10.0,43,0.0,4,Personal L1,Personal Auto,Offer3,No,Call Center,Oregon,237.57033,Two-Door Car,Medsize,A,February
8943,Extended,FV72595,4703.71858,2011-01-10,Bachelor,1/10/11,Unemployed,M,0,Suburban,Single,137,11.0,73,0.0,1,Personal L3,Personal Auto,Offer3,No,Agent,Arizona,1554.089517,SUV,Medsize,A,January
8945,Basic,RI53167,2308.648034,2011-01-20,Bachelor,1/20/11,Medical Leave,M,20811,Suburban,Married,61,33.0,61,0.0,1,Personal L2,Personal Auto,Offer2,No,Agent,Arizona,292.8,Four-Door Car,Medsize,A,January
8947,Extended,UR36951,5189.289582,2011-02-15,Bachelor,2/15/11,Employed,M,82166,Suburban,Single,134,9.0,43,3.0,1,Personal L2,Personal Auto,Offer4,No,Agent,Oregon,643.2,SUV,Medsize,A,February
8948,Basic,OT50011,2671.166649,2011-01-26,Master,1/26/11,Medical Leave,F,23305,Rural,Married,68,25.0,26,0.0,1,Personal L2,Personal Auto,Offer2,No,Branch,California,127.157137,Four-Door Car,Medsize,A,January
8952,Extended,CA70404,6104.849081,2011-02-04,High School or Below,2/4/11,Employed,M,62455,Urban,Married,77,27.0,85,1.0,5,Personal L2,Personal Auto,Offer2,No,Branch,California,338.144854,Two-Door Car,Small,A,February
8953,Basic,ET88948,5503.440723,2011-02-08,Bachelor,2/8/11,Employed,F,76839,Suburban,Married,68,12.0,85,0.0,3,Personal L2,Personal Auto,Offer1,No,Call Center,California,326.4,Four-Door Car,Medsize,A,February
8954,Basic,TZ11597,5755.539367,2011-01-17,College,1/17/11,Employed,M,97607,Rural,Married,71,2.0,67,0.0,9,Personal L3,Personal Auto,Offer2,No,Branch,California,60.021023,Two-Door Car,Medsize,A,January
8956,Basic,MD87746,7507.455372,2011-02-06,College,2/6/11,Employed,M,60920,Urban,Single,64,10.0,61,0.0,2,Personal L2,Personal Auto,Offer2,Yes,Agent,Oregon,231.201886,Two-Door Car,Medsize,A,February
8959,Premium,UH32376,4037.547258,2011-01-02,Bachelor,1/2/11,Medical Leave,M,21586,Suburban,Married,106,6.0,5,0.0,1,Personal L3,Personal Auto,Offer1,No,Branch,Nevada,1056.291709,Two-Door Car,Small,A,January
8961,Basic,CU19735,8041.20055,2011-02-24,High School or Below,2/24/11,Employed,M,44986,Suburban,Married,101,14.0,83,0.0,3,Corporate L1,Corporate Auto,Offer1,No,Call Center,Arizona,624.023564,SUV,Medsize,A,February
8962,Extended,YH81239,6405.738932,2011-01-13,High School or Below,1/13/11,Employed,M,48131,Suburban,Divorced,82,6.0,86,0.0,3,Personal L3,Personal Auto,Offer1,No,Call Center,California,393.6,Four-Door Car,Medsize,A,January
8963,Extended,PU34934,10394.36269,2011-01-23,College,1/23/11,Employed,F,22601,Suburban,Married,88,1.0,41,0.0,2,Personal L3,Personal Auto,Offer3,No,Branch,Arizona,633.6,Four-Door Car,Medsize,A,January
8964,Basic,RT63209,5994.255419,2011-02-11,Master,2/11/11,Employed,F,74284,Urban,Married,74,27.0,5,0.0,3,Personal L3,Personal Auto,Offer3,No,Call Center,California,268.130863,Four-Door Car,Medsize,A,February
8967,Basic,QX54905,7200.664877,2011-01-26,College,1/26/11,Unemployed,F,0,Suburban,Married,66,16.0,77,0.0,2,Corporate L3,Corporate Auto,Offer2,Yes,Agent,Nevada,316.8,Four-Door Car,Medsize,A,January
8968,Basic,LA66902,2458.562965,2011-02-03,College,2/3/11,Unemployed,M,0,Suburban,Single,71,21.0,8,1.0,1,Personal L2,Personal Auto,Offer1,No,Agent,Arizona,511.2,Two-Door Car,Medsize,A,February
8970,Extended,SV15363,6366.225775,2011-01-07,High School or Below,1/7/11,Employed,M,44368,Suburban,Married,80,5.0,72,0.0,3,Personal L2,Personal Auto,Offer2,Yes,Call Center,California,384.0,Two-Door Car,Large,A,January
8973,Basic,UF44021,2108.493744,2011-01-02,Bachelor,1/2/11,Unemployed,M,0,Suburban,Single,61,8.0,91,0.0,1,Personal L2,Personal Auto,Offer1,No,Agent,California,351.85681,Two-Door Car,Medsize,A,January
8974,Basic,HR85493,6896.088021,2011-01-10,College,1/10/11,Unemployed,M,0,Suburban,Single,68,10.0,53,0.0,2,Personal L3,Personal Auto,Offer3,No,Agent,California,326.4,Two-Door Car,Medsize,A,January
8975,Extended,UH22701,9726.551005,2011-01-01,Master,1/1/11,Employed,F,72236,Suburban,Married,80,2.0,29,0.0,2,Personal L3,Personal Auto,Offer2,No,Call Center,Oregon,518.064733,Four-Door Car,Medsize,A,January
8976,Extended,MD70013,3878.770231,2011-02-05,Bachelor,2/5/11,Employed,F,84981,Rural,Married,96,6.0,96,0.0,1,Personal L3,Personal Auto,Offer1,No,Agent,Nevada,4.719043,Four-Door Car,Small,A,February
8977,Extended,RE46032,43290.49543,2011-01-29,College,1/29/11,Medical Leave,M,23203,Suburban,Single,132,21.0,71,0.0,2,Personal L3,Personal Auto,Offer1,No,Agent,Nevada,1158.79311,SUV,Medsize,A,January
